_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,predicted,text_no_rt,tweet
204691021,false,finalized,3,10/6/2012 03:04:31,Personal only,1.0,,Informative (Indirect),My 1000th tweet is dedicated to those in Joplin. God bless you all. We are praying for you and will continue to find ...,RT @SaraBareilles: My 1000th tweet is dedicated to those in Joplin. God bless you all. We are praying for you and will continue to find ...
204691022,false,finalized,3,10/5/2012 03:55:28,Personal only,1.0,,Informative (Indirect),&& I'm home ALL ALONE :( && we not even finna get hot by this tornado  but I'm texting him : /,&& I'm home ALL ALONE :( && we not even finna get hot by this tornado  but I'm texting him : /
204691023,false,finalized,3,10/4/2012 13:58:17,Personal only,0.6638,,Informative (Indirect),please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691024,false,finalized,3,10/3/2012 23:37:32,Other,1.0,,Informative (Indirect),Minstens vier doden bij tornado Oklahoma City: Een tornado die gisteren in de avondspits door het Amerikaanse Ok... http://bit.ly/jZF627,Minstens vier doden bij tornado Oklahoma City: Een tornado die gisteren in de avondspits door het Amerikaanse Ok... http://bit.ly/jZF627
204691025,false,finalized,3,10/4/2012 07:50:15,Informative (Indirect),0.6478,,Informative (Indirect),The Tornado Epidemic Of April 2011 [VIDEO] http://ow.ly/1tasM3,The Tornado Epidemic Of April 2011 [VIDEO] http://ow.ly/1tasM3
204691026,false,finalized,4,10/5/2012 00:55:45,Personal only,0.4723,,Informative (Indirect),Yep one more reason to leave Texas for SoCal. Constant tornado warnings and crazy extreme weather.,Yep one more reason to leave Texas for SoCal. Constant tornado warnings and crazy extreme weather.
204691027,false,finalized,3,10/4/2012 15:50:10,Personal only,0.6423,,Informative (Indirect),I'm so oblivious. How do I know if a tornado is close?,I'm so oblivious. How do I know if a tornado is close?
204691028,false,finalized,3,10/4/2012 17:50:05,Informative (Direct or Indirect),0.6197,,Informative (Indirect),Ghoshen/Springtown in Parker county TAKE TORNADO PRECAUTIONS,Ghoshen/Springtown in Parker county TAKE TORNADO PRECAUTIONS
204691029,false,finalized,4,10/4/2012 08:29:10,Informative (Direct),0.7556,,Informative (Indirect),Wooden cross only thing left standing after tornado at St. Mary's church in Joplin MO. #endofdays #comingsoon,Wooden cross only thing left standing after tornado at St. Mary's church in Joplin MO. #endofdays #comingsoon
204691030,false,finalized,4,10/5/2012 12:15:59,Informative (Direct or Indirect),0.7302,,Informative (Indirect),#Tornado outbreak beginning in North Texas. #txwx,RT @celebritymound: RT @txstormchasers #Tornado outbreak beginning in North Texas. #txwx
204691031,false,finalized,5,10/3/2012 21:33:02,Personal only,0.4001,,Informative (Indirect),Our thoughts are with those in #Oklahoma and #Joplin.,RT @milwaukeemoms: Our thoughts are with those in #Oklahoma and #Joplin.
204691032,false,finalized,3,10/6/2012 00:58:18,Personal only,1.0,,Informative (Indirect),Noooooo! No tornado in Dallas!,Noooooo! No tornado in Dallas!
204691033,false,finalized,3,10/4/2012 07:50:15,Other,1.0,,Informative (Indirect),Desastres ambientais em curso no mundo : vulcÃƒÂŒÃ‚Â£o ativo (IslÃƒÂŒÃ‚Â¢ndia) tornado desvastador (EUA) CÃƒÂŒ_digo Florestal (Brasil),RT @andretrig: Desastres ambientais em curso no mundo : vulcÃƒÂŒÃ‚Â£o ativo (IslÃƒÂŒÃ‚Â¢ndia) tornado desvastador (EUA) CÃƒÂŒ_digo Florestal (Brasil)
204691034,false,finalized,3,10/3/2012 21:50:12,Personal only,0.6592,,Informative (Indirect),please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691035,false,finalized,3,10/3/2012 21:33:02,Informative (Direct or Indirect),1.0,,Informative (Indirect),There are 8 tornado-producing storms in central and northern #Oklahoma right now. Oy.,There are 8 tornado-producing storms in central and northern #Oklahoma right now. Oy.
204691036,false,finalized,3,10/3/2012 21:13:50,Other,0.3868,,Informative (Indirect),Tornado victims didn t know if we were going to live: He came back on Tuesday to take a pictu... http://bit.ly/m1EXUy rooftoproofing.com,Tornado victims didn t know if we were going to live: He came back on Tuesday to take a pictu... http://bit.ly/m1EXUy rooftoproofing.com
204691037,false,finalized,3,10/5/2012 13:34:28,Informative (Direct or Indirect),0.6688,,Informative (Indirect),Great!RT @wunderground: Sign up for weather alerts -- we will DM you when there are warnings for your city : http://wxug.us/ah9k #tornado,Great!RT @wunderground: Sign up for weather alerts -- we will DM you when there are warnings for your city : http://wxug.us/ah9k #tornado
204691038,false,finalized,6,10/5/2012 02:51:08,Informative (Direct or Indirect),0.8108,,Informative (Indirect),Entire KC metro area is under a tornado watch until 11 PM.  Updates as needed,RT @Fox4NewsDesk: Entire KC metro area is under a tornado watch until 11 PM.  Updates as needed
204691039,false,finalized,5,10/5/2012 08:43:53,Informative (Direct or Indirect),0.5805,,Informative (Indirect),#TORNADO WARNING FOR SOUTHWESTERN ATOKA COUNTY IN SOUTHEAST OKLAHOMA NORTHWESTERN BRYAN COUNTY IN SOUTHEAST... http://fb.me/NsA59Ola,#TORNADO WARNING FOR SOUTHWESTERN ATOKA COUNTY IN SOUTHEAST OKLAHOMA NORTHWESTERN BRYAN COUNTY IN SOUTHEAST... http://fb.me/NsA59Ola
204691040,false,finalized,3,10/4/2012 07:48:31,Informative (Direct or Indirect),0.701,,Informative (Indirect),Ghoshen/Springtown in Parker county TAKE TORNADO PRECAUTIONS #txwx,RT @etillisch68: Ghoshen/Springtown in Parker county TAKE TORNADO PRECAUTIONS #txwx
204691041,false,finalized,6,10/5/2012 12:17:28,Informative (Direct or Indirect),0.5096,,Informative (Indirect),Dang there was juss uh tornado in missouri now theres one in oklahoma.? End of the world type shit,Dang there was juss uh tornado in missouri now theres one in oklahoma.? End of the world type shit
204691042,false,finalized,4,10/5/2012 03:09:50,Informative (Direct or Indirect),0.4884,,Informative (Indirect),#Prayers RT @TeriChristoph: These stories of #Joplin parents searching for their children are absolutely heart-wrenching. Prayers.,#Prayers RT @TeriChristoph: These stories of #Joplin parents searching for their children are absolutely heart-wrenching. Prayers.
204691043,false,finalized,3,10/4/2012 02:31:03,Personal only,1.0,,Informative (Indirect),@justinbieber some of my family lost almost everything in the tornado in Joplin Missouri...#JBneedstohaveabenefitconcertforJoplinMO,@justinbieber some of my family lost almost everything in the tornado in Joplin Missouri...#JBneedstohaveabenefitconcertforJoplinMO
204691044,false,finalized,3,10/5/2012 00:39:42,Informative (Direct or Indirect),1.0,,Informative (Indirect),Tornado WARNING also includes Wise and Denton counties. Supercell has split.,RT @DFWscanner: Tornado WARNING also includes Wise and Denton counties. Supercell has split.
204691045,false,finalized,3,10/3/2012 17:16:54,Informative (Direct or Indirect),1.0,,Informative (Indirect),Death toll in #Joplin #tornado is 124 1500 people still unaccounted for.,RT @edlavacnn: Death toll in #Joplin #tornado is 124 1500 people still unaccounted for.
204691046,false,finalized,3,10/3/2012 22:51:46,Other,0.3502,,Informative (Indirect),please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691047,false,finalized,3,10/3/2012 23:16:13,Informative (Direct or Indirect),0.6813,,Informative (Indirect),Wow RT @CNN: Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am,Wow RT @CNN: Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am
204691048,false,finalized,3,10/4/2012 11:41:00,Informative (Indirect),0.6779,,Informative (Indirect),Conditions conducive to tornado activity is concentrating east of I-35 along I-40 in Oklahoma with golf-ball sized hail accding to KFOR. #OK,Conditions conducive to tornado activity is concentrating east of I-35 along I-40 in Oklahoma with golf-ball sized hail accding to KFOR. #OK
204691049,false,finalized,5,10/5/2012 03:58:18,Informative (Indirect),0.422,,Informative (Indirect),Our hearts are w/ victims of #Joplin tragedy. House #GOP ready to help & has found offsets &lt; Self-servi ...,RT @paulfreid: RT @GOPLeader: Our hearts are w/ victims of #Joplin tragedy. House #GOP ready to help & has found offsets &lt; Self-servi ...
204691050,false,finalized,3,10/5/2012 16:00:45,Informative (Direct or Indirect),0.6701,,Informative (Indirect),A lot of class shown by the Orioles tonight with a moment of silence and flags at half staff to honor victims of #Joplin tragedy.,RT @Royals A lot of class shown by the Orioles tonight with a moment of silence and flags at half staff to honor victims of #Joplin tragedy.
204691051,false,finalized,3,10/3/2012 04:42:55,Informative (Direct or Indirect),1.0,,Informative (Indirect),#Tornado outbreak beginning in North Texas. #txwx,RT @txstormchasers: #Tornado outbreak beginning in North Texas. #txwx
204691052,false,finalized,4,10/5/2012 03:12:29,Informative (Indirect),0.7569,,Informative (Indirect),Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,RT @cnnbrk: Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b
204691053,false,finalized,3,10/4/2012 07:11:30,Informative (Direct or Indirect),0.6917,,Informative (Indirect),Tornado Watch for Joplin until 3am. Geez.,Tornado Watch for Joplin until 3am. Geez.
204691054,false,finalized,4,10/5/2012 12:10:11,Informative (Indirect),0.7443,,Informative (Indirect),NOAA says the #Joplin tornado was an EF-5 the 8th deadliest tornado on record.,RT @stevenportnoy: NOAA says the #Joplin tornado was an EF-5 the 8th deadliest tornado on record.
204691055,false,finalized,3,10/6/2012 02:50:34,Informative (Indirect),1.0,,Informative (Indirect),NOAA says the #Joplin tornado was an EF-5 the 8th deadliest tornado on record.,RT @stevenportnoy: NOAA says the #Joplin tornado was an EF-5 the 8th deadliest tornado on record.
204691056,false,finalized,3,10/4/2012 15:21:07,Informative (Direct or Indirect),0.6879,,Informative (Indirect),Holy shit Cholera outbreak in the Dominican Republic tragic tornado in Missouri! Peace be with you people! #raptureafterall?,Holy shit Cholera outbreak in the Dominican Republic tragic tornado in Missouri! Peace be with you people! #raptureafterall?
204691057,false,finalized,4,10/3/2012 18:18:32,Personal only,1.0,,Informative (Indirect),These stories of #Joplin parents searching for their children are absolutely heart-wrenching. Prayers.,RT @TeriChristoph: These stories of #Joplin parents searching for their children are absolutely heart-wrenching. Prayers.
204691058,false,finalized,3,10/3/2012 16:37:29,Personal only,1.0,,Informative (Indirect),Tornado coverage is too depressing #NW NBA game. C'mon Bulls.,Tornado coverage is too depressing #NW NBA game. C'mon Bulls.
204691059,false,finalized,4,10/3/2012 23:53:24,Informative (Direct),0.272,,Informative (Indirect),@OnTheJumbotron @Orioles had a moment of silence before the game tonight  for Missourians affected by tornado.  A lot of respect for them!,@OnTheJumbotron @Orioles had a moment of silence before the game tonight  for Missourians affected by tornado.  A lot of respect for them!
204691060,false,finalized,4,10/5/2012 03:21:28,Informative (Direct),0.7521,,Informative (Indirect),Tornado warning during practice. Anhui yeah.,Tornado warning during practice. Anhui yeah.
204691061,false,finalized,6,10/5/2012 03:20:36,Informative (Direct),0.6798,,Informative (Indirect),THE TORNADO SIRENS ARE GOING OFF AND MY BROTHER WON'T COME DOWNSTAIRS AND TAKE COVER,THE TORNADO SIRENS ARE GOING OFF AND MY BROTHER WON'T COME DOWNSTAIRS AND TAKE COVER
204691062,false,finalized,3,10/6/2012 00:52:39,Informative (Indirect),1.0,,Informative (Indirect),NWS DETECTED A DEVELOPING TORNADO 7 MILES NORTHEAST OF MINERAL WELLS STATE PARK... MOVING EAST AT 40 MPH,NWS DETECTED A DEVELOPING TORNADO 7 MILES NORTHEAST OF MINERAL WELLS STATE PARK... MOVING EAST AT 40 MPH
204691063,false,finalized,3,10/5/2012 01:15:09,Informative (Direct),0.3419,,Informative (Indirect),Possible debris ball on radar near Little #Oklahoma. This cell looks very dangerous. Okemah OK seek ...,RT @JimFloydMESH: RT @weathertrek: Possible debris ball on radar near Little #Oklahoma. This cell looks very dangerous. Okemah OK seek ...
204691064,false,finalized,4,10/5/2012 12:10:11,Informative (Indirect),0.7296,,Informative (Indirect),Confirmed: Joplin tornado now upgraded to an EF5 by Natl Wx Service.,RT @molmstead3: Confirmed: Joplin tornado now upgraded to an EF5 by Natl Wx Service.
204691065,false,finalized,3,10/5/2012 00:37:25,Informative (Direct or Indirect),0.6546,,Informative (Indirect),Tornado reported in Springtown,Tornado reported in Springtown
204691066,false,finalized,4,10/6/2012 03:35:30,Informative (Direct or Indirect),0.4704,,Informative (Indirect),Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms,RT @LJWorld: Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms
204691067,false,finalized,3,10/4/2012 00:12:28,Informative (Direct or Indirect),0.7018,,Informative (Indirect),Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms,RT @LJWorld: Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms
204691068,false,finalized,4,10/5/2012 00:14:55,Informative (Direct or Indirect),1.0,,Informative (Indirect),Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms,RT @LJWorld: Tornado watches now cover ALL of northeast Kansas including Douglas County.  #ksstorms
204691069,false,finalized,5,10/5/2012 03:11:08,Informative (Direct or Indirect),0.5905,,Informative (Indirect),tornado warning! :|  Please stay safe my friends &lt;333,RT @MadelineBecker: tornado warning! :|  Please stay safe my friends &lt;333
204691070,false,finalized,3,10/4/2012 17:12:42,Informative (Direct or Indirect),1.0,,Informative (Indirect),Tornado WATCH issued for #joplin till 3am. Difficult times in southwest Missouri.,Tornado WATCH issued for #joplin till 3am. Difficult times in southwest Missouri.
204691071,false,finalized,3,10/5/2012 18:02:26,Informative (Direct or Indirect),0.3495,,Informative (Indirect),There's reports of a tornado on the ground 2 miles west of Azle.  Rshaede,There's reports of a tornado on the ground 2 miles west of Azle.  Rshaede
204691072,false,finalized,3,10/5/2012 15:37:43,Personal only,0.5946,,Informative (Indirect),our backyard after the tornado http://twitpic.com/5242fo,our backyard after the tornado http://twitpic.com/5242fo
204691073,false,finalized,3,10/5/2012 12:10:11,Informative (Direct or Indirect),0.6277,,Informative (Indirect),@mesapate:  Looking to help those in #Joplin? Visit www.cjbands.org for a list & where to send supplies. Please RT.,RT @yearoflove365: @mesapate:  Looking to help those in #Joplin? Visit www.cjbands.org for a list & where to send supplies. Please RT.
204691074,false,finalized,3,10/5/2012 01:07:21,Informative (Direct),0.3897,,Informative (Indirect),TORNADO WARNING [ Osage OK ][ Washington OK ] Expires: Tue May 24 21:00 EDT #SVRAlert,TORNADO WARNING [ Osage OK ][ Washington OK ] Expires: Tue May 24 21:00 EDT #SVRAlert
204691075,false,finalized,3,10/5/2012 08:43:10,Informative (Direct or Indirect),0.6987,,Informative (Indirect),Tornado on the ground near Springtown,RT @etillisch68: Tornado on the ground near Springtown
204691076,false,finalized,3,10/5/2012 02:06:50,Informative (Direct or Indirect),0.6765,,Informative (Indirect),RT@txstormchasers #Tornado outbreak beginning in North Texas. #txwx,RT@txstormchasers #Tornado outbreak beginning in North Texas. #txwx
204691077,false,finalized,5,10/5/2012 03:55:49,Personal only,1.0,,Informative (Indirect),@kfor You should open up your Facebook wall so people can post photos tornado reports,@kfor You should open up your Facebook wall so people can post photos tornado reports
204691078,false,finalized,4,10/4/2012 07:37:21,Personal only,1.0,,Informative (Indirect),please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691079,false,finalized,7,10/3/2012 20:47:24,Informative (Indirect),0.6895,,Informative (Indirect),Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...,RT @CNN: Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...
204691080,false,finalized,3,10/5/2012 01:24:28,Informative (Direct or Indirect),1.0,,Informative (Indirect),Just In: Joplin Missouri tornado death toll now at 122; was an EF-5 storm with top winds of more than 200 mph.,RT @CNN: Just In: Joplin Missouri tornado death toll now at 122; was an EF-5 storm with top winds of more than 200 mph.
204691081,false,finalized,3,10/3/2012 16:14:20,Informative (Direct or Indirect),1.0,,Informative (Indirect),45000 without power in OK. #okwx,RT @alastormspotter: 45000 without power in OK. #okwx
204691082,false,finalized,4,10/5/2012 03:04:56,Informative (Direct or Indirect),0.5096,,Informative (Indirect),Triage is the prioritising or sorting of casualties and the aim is the salvage of life over limb  #1stAid4 #okwx #Joplin,RT @HighPeak1stAid: Triage is the prioritising or sorting of casualties and the aim is the salvage of life over limb  #1stAid4 #okwx #Joplin
204691083,false,finalized,3,10/3/2012 13:40:43,Informative (Direct),0.3608,,Informative (Indirect),#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.,RT @JimCantore: #Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.
204691084,false,finalized,5,10/5/2012 02:56:32,Informative (Direct or Indirect),1.0,,Informative (Indirect),Heads up Fort Worth TX. #txwx,RT @alastormspotter: Heads up Fort Worth TX. #txwx
204691085,false,finalized,6,10/3/2012 23:45:32,Informative (Indirect),0.8309,,Informative (Indirect),Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...,RT @CNN: Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...
204691086,false,finalized,3,10/5/2012 12:14:25,Informative (Direct or Indirect),1.0,,Informative (Indirect),@mitchelmusso Careful! Its tornado watch here in oklahoma so it might move down to texas. Be careful!&lt;3,@mitchelmusso Careful! Its tornado watch here in oklahoma so it might move down to texas. Be careful!&lt;3
204691087,false,finalized,3,10/6/2012 03:19:30,Informative (Direct or Indirect),1.0,,Informative (Indirect),Tornado Warning for Atoka Bryan and Johnston County in OK until 8:45pm CDT. #okwx,RT @severestudios: Tornado Warning for Atoka Bryan and Johnston County in OK until 8:45pm CDT. #okwx
204691088,false,finalized,3,10/4/2012 15:53:09,Other,0.3389,,Informative (Indirect),-- Temporary order will ensure continuity of medical care for victims whose records were lost or destroyed in tornado #Joplin #MO #medical,-- Temporary order will ensure continuity of medical care for victims whose records were lost or destroyed in tornado #Joplin #MO #medical
204691089,false,finalized,3,10/4/2012 08:15:14,Informative (Indirect),0.6415,,Informative (Indirect),Tornado Warning until 08:30 PM CDT issued for Ellsworth & Lincoln Counties http://bit.ly/btQnZB,RT @JayPraterCBM Tornado Warning until 08:30 PM CDT issued for Ellsworth & Lincoln Counties http://bit.ly/btQnZB
204691090,false,finalized,3,10/5/2012 13:37:20,Informative (Direct or Indirect),1.0,,Informative (Indirect),The Joplin tornado has now been rated an EF-5 with winds over 200 mph.,The Joplin tornado has now been rated an EF-5 with winds over 200 mph.
204691091,false,finalized,3,10/5/2012 19:06:27,Informative (Direct or Indirect),1.0,,Informative (Indirect),Tornado reported in Denton County Texas near I-35 W and FM 407.,RT @TWCBreaking: Tornado reported in Denton County Texas near I-35 W and FM 407.
204691092,false,finalized,3,10/3/2012 04:47:58,Other,0.3484,,Informative (Indirect),"Guy just asked if Brees would agree to boxing match w/Peyton Manning to raise $ for tornado relief. Brees: ""There's gott ...","RT @WRCBsports: Guy just asked if Brees would agree to boxing match w/Peyton Manning to raise $ for tornado relief. Brees: ""There's gott ..."
204691093,false,finalized,3,10/5/2012 13:29:37,Informative (Indirect),0.6624,,Informative (Indirect),RT @AP: BREAKING: Authorities say death toll from Joplin Mo. tornado now at 122; more than 750 people injured. // praying for these folks,RT @AP: BREAKING: Authorities say death toll from Joplin Mo. tornado now at 122; more than 750 people injured. // praying for these folks
204691094,false,finalized,4,10/5/2012 00:55:45,Informative (Direct or Indirect),0.7002,,Informative (Indirect),Northern Tarrant County remains tornado-warned; however the current storm in the vicinity of the Ballpark WILL pass north safely,Northern Tarrant County remains tornado-warned; however the current storm in the vicinity of the Ballpark WILL pass north safely
204691095,false,finalized,3,10/6/2012 00:53:34,Personal only,0.6743,,Informative (Indirect),#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?!?!?!?,#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?!?!?!?
204691096,false,finalized,3,10/4/2012 15:30:58,Informative (Indirect),0.6604,,Informative (Indirect),10 Deadliest Tornadoes In U.S. History: Forecasters say 2011 could go down as one of the worst tornado seasons on... http://dlvr.it/StGDd,10 Deadliest Tornadoes In U.S. History: Forecasters say 2011 could go down as one of the worst tornado seasons on... http://dlvr.it/StGDd
204691097,false,finalized,3,10/3/2012 19:22:03,Personal only,0.6994,,Informative (Indirect),@joel_sopp We just approved an LCIF $10000 emergency grant to help the people of #Joplin.,RT @lionsclubsorg: @joel_sopp We just approved an LCIF $10000 emergency grant to help the people of #Joplin.
204691098,false,finalized,5,10/5/2012 04:05:19,Informative (Direct or Indirect),1.0,,Informative (Indirect),Tornado watch issued for Joplin.,Tornado watch issued for Joplin.
204691099,false,finalized,4,10/4/2012 07:11:30,Informative (Direct),0.5038,,Informative (Indirect),Tornado watch coming for NWA/RV area within 1 hour. Storms look to be less isolated in our area than storms in SE OK. St ...,RT @weatherdan: Tornado watch coming for NWA/RV area within 1 hour. Storms look to be less isolated in our area than storms in SE OK. St ...
204691100,false,finalized,4,10/4/2012 07:55:35,Informative (Indirect),1.0,,Other,TWCBreaking: Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/l ...,RT @OKCStormWatcher: TWCBreaking: Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/l ...
204691101,false,finalized,3,10/4/2012 13:35:09,Informative (Direct or Indirect),0.342,,Informative (Indirect),Finally home.  All that tornado excitement exhausted me! @ The Highlands http://gowal.la/c/4i2iJ,Finally home.  All that tornado excitement exhausted me! @ The Highlands http://gowal.la/c/4i2iJ
204691102,false,finalized,3,10/4/2012 23:59:07,Informative (Direct),1.0,,Informative (Indirect),Pics just continue to amaze!! RT @NiaNoelle: A picture of the tornado in my moms neighborhood http:/ ...,RT @UpstateScan: RT @twcMarkElliot: Pics just continue to amaze!! RT @NiaNoelle: A picture of the tornado in my moms neighborhood http:/ ...
204691103,false,finalized,3,10/5/2012 02:13:50,Other,0.659,,Informative (Indirect),Desastres ambientais em curso no mundo : vulcÃƒÂŒÃ‚Â£o ativo (IslÃƒÂŒÃ‚Â¢ndia) tornado desvastador (EUA) CÃƒÂŒ_digo Florestal (Brasil) @andretrig,Desastres ambientais em curso no mundo : vulcÃƒÂŒÃ‚Â£o ativo (IslÃƒÂŒÃ‚Â¢ndia) tornado desvastador (EUA) CÃƒÂŒ_digo Florestal (Brasil) @andretrig
204691104,false,finalized,4,10/3/2012 20:39:33,Informative (Direct or Indirect),0.7562,,Informative (Direct),Tornado warning for Ft. Worth and Denton counties.,Tornado warning for Ft. Worth and Denton counties.
204691105,false,finalized,4,10/5/2012 01:11:23,Informative (Indirect),0.299,,Informative (Direct),@kirstiealley @blakeshelton Please RT #Joplin DISASTER RELIEF 100% of your donation go to helping people: http://www.mthope.waytogive.net/,@kirstiealley @blakeshelton Please RT #Joplin DISASTER RELIEF 100% of your donation go to helping people: http://www.mthope.waytogive.net/
204691106,false,finalized,3,10/4/2012 07:49:49,Other,0.3469,,Informative (Indirect),Neither had I. #p2 RT @MEK215: @TheGrottoTweets Hadn't heard that republicans voted against offering immediate aid to #Joplin. Sad.,Neither had I. #p2 RT @MEK215: @TheGrottoTweets Hadn't heard that republicans voted against offering immediate aid to #Joplin. Sad.
204691107,false,finalized,4,10/5/2012 03:53:53,Informative (Direct),1.0,,Informative (Direct),Just heard #tornado sirens in #colleyville TX,Just heard #tornado sirens in #colleyville TX
204691108,false,finalized,3,10/3/2012 23:49:48,Personal only,0.6858,,Informative (Indirect),Reporting Live from Tornado Alley...Swisha from tha corner but my main ingredient from Cali #shotout2thatWhiteGirl,Reporting Live from Tornado Alley...Swisha from tha corner but my main ingredient from Cali #shotout2thatWhiteGirl
204691109,false,finalized,3,10/4/2012 13:46:40,Personal only,1.0,,Informative (Indirect),@Wynner4Life If #ericcantor visited a tornado damaged townhe'd tell residents 2 ask neighboring towns 4 charity. #GOP #FAIL,@Wynner4Life If #ericcantor visited a tornado damaged townhe'd tell residents 2 ask neighboring towns 4 charity. #GOP #FAIL
204691110,false,finalized,3,10/4/2012 15:18:07,Informative (Direct),0.3431,,Informative (Indirect),If you live in Sand Springs take your Tornado Precautions NOW please thanx! Kari 7:41pm CDT 5-24-11,If you live in Sand Springs take your Tornado Precautions NOW please thanx! Kari 7:41pm CDT 5-24-11
204691111,false,finalized,3,10/4/2012 17:50:05,Informative (Direct or Indirect),0.349,,Informative (Indirect),Funnel near Fairview moving east. TORNADO ON THE GROUND near Azle. Debris spotted.,RT @DFWscanner: Funnel near Fairview moving east. TORNADO ON THE GROUND near Azle. Debris spotted.
204691112,false,finalized,3,10/5/2012 13:59:13,Informative (Direct),0.683,,Informative (Indirect),@inquarters14 2 dead/St.JohnKS #Tornado/Much structural damage around GreatBendKS. Sirens went off so many times.,RT @NoCrybabyDoGs: @inquarters14 2 dead/St.JohnKS #Tornado/Much structural damage around GreatBendKS. Sirens went off so many times.
204691113,false,finalized,6,10/5/2012 03:55:49,Personal only,1.0,,Informative (Indirect),love yall especially all those in tornado alley,love yall especially all those in tornado alley
204691114,false,finalized,3,10/5/2012 13:36:23,Personal only,0.6783,,Informative (Indirect),The Browns are tornado ready!!!  http://t.co/n0NigRM,The Browns are tornado ready!!!  http://t.co/n0NigRM
204691115,false,finalized,3,10/4/2012 13:29:00,Personal only,0.3456,,Informative (Indirect),Pray for those affected by the tornado in Missouri,RT @TinnaaFaceee: Pray for those affected by the tornado in Missouri
204691116,false,finalized,3,10/6/2012 02:52:59,Informative (Direct or Indirect),1.0,,Informative (Direct),Newcastle and Goldsby significant damage.  Tornado just crossed I40 near Shawnee.  New storm heading to east of Shawnee,RT @reedtimmerTVN: Newcastle and Goldsby significant damage.  Tornado just crossed I40 near Shawnee.  New storm heading to east of Shawnee
204691117,false,finalized,3,10/4/2012 17:11:32,Personal only,1.0,,Informative (Indirect),My heart goes out to the people of #Joplin Missouri. Be strong you guys can make it through. #GodSpeed,My heart goes out to the people of #Joplin Missouri. Be strong you guys can make it through. #GodSpeed
204691118,false,finalized,5,10/5/2012 03:22:20,Personal only,0.4226,,Informative (Indirect),Truly amazing 2C ppl passing by in ATV's offering free food & water to residents & press!  Good people here in #Joplin,Truly amazing 2C ppl passing by in ATV's offering free food & water to residents & press!  Good people here in #Joplin
204691119,false,finalized,4,10/4/2012 08:18:22,Personal only,0.779,,Informative (Indirect),@sky_goodwill yea i know we got severe storms and the night that tornado hit Joplin i saw a double rainbow in the sky above our house,@sky_goodwill yea i know we got severe storms and the night that tornado hit Joplin i saw a double rainbow in the sky above our house
204691120,false,finalized,5,10/4/2012 00:14:17,Informative (Indirect),0.4182,,Informative (Indirect),Justin Bieber Katy Perry And Longoria Reach Out To Tornado Victims http://bit.ly/iyaRk3,Justin Bieber Katy Perry And Longoria Reach Out To Tornado Victims http://bit.ly/iyaRk3
204691121,false,finalized,5,10/5/2012 00:41:24,Informative (Indirect),0.6012,,Informative (Indirect),#TXwx RT @EmergencyStream: LIVESTREAM: TORNADO WARNINGS IN TEXAS. LIVE AERIAL SHOTS NOW HERE: http://bit.ly/fVckZ0,#TXwx RT @EmergencyStream: LIVESTREAM: TORNADO WARNINGS IN TEXAS. LIVE AERIAL SHOTS NOW HERE: http://bit.ly/fVckZ0
204691122,false,finalized,3,10/5/2012 02:48:41,Personal only,1.0,,Informative (Indirect),@strawberryslady I know it's tornado season and all but seriously nature give these poor people a break!,@strawberryslady I know it's tornado season and all but seriously nature give these poor people a break!
204691123,false,finalized,3,10/5/2012 00:36:19,Informative (Indirect),0.338,,Informative (Indirect),Okay CNN has brought Michael Brown former FEMA director on to discuss #Joplin response.  #insulting,Okay CNN has brought Michael Brown former FEMA director on to discuss #Joplin response.  #insulting
