_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,id,retweetcount,screenname,text,userid
191082989,false,finalized,3,8/12/2012 14:13:46,Caution and advice,0.6922,,73510224916520800,0,ABC22FOX45,Tornado Warning for Butler and Preble Counties until 6:45 PM.,82184065
191082990,false,finalized,3,8/12/2012 13:29:05,Caution and advice,1.0,,73579765856075600,2,CakeBossThuggin, @14FirstAlert: TORNADO WARNING issued for parts of DAVIESS county in KY until 09:45 PM CT - http://wx4.me/N9.TW1026 #tristatewx,99681357
191082991,false,finalized,3,8/12/2012 13:30:02,Caution and advice,1.0,,73424504000491504,172,TheVIOLATOR2112," @TWCBreaking: #Tornado reported in the Kansas City metro!  TAKE COVER in Overland Park, Leawood, Lenexa!  Alert:  http://wxch.nl/jsmObR",282163780
191082992,false,finalized,3,8/12/2012 14:25:46,Caution and advice,0.6347,,73083356832735200,9,CamilaBarg, @txstormchasers: PDS (Particularly Dangerous Situation) #Tornado Watch for much of NW/N TX and OK. #txwx #okwx #severe,24703663
191082993,false,finalized,3,8/12/2012 13:26:37,Unknown,1.0,,76285090409349104,0,WriterWobbs,Anyone in #Monson area have photos of damage from yesterday's #tornado? Please send them to journalregister@turley.com #westernma,261980883
191082994,false,finalized,3,8/12/2012 13:35:39,Information source,0.7024,,77138504672485200,0,sexyjohnstofko,@JacquiJeras Massachusetts had a big tornado,259500938
191082995,false,finalized,3,8/12/2012 13:25:41,"Donations of money, goods or services",1.0,,73460068191973200,1719,BigWando, @oldrockhousestl: Old Rock House will donate $1 to Heart of Missouri United Way for Joplin Tornado relief every time this is re-tweet ...,51819457
191082996,false,finalized,3,8/12/2012 13:24:03,Information source,0.6397,,74923405647937504,0,Sam_Hartle, @LOSewardII: MO Gov. Jay Nixon on stage at #Joplin community memorial http://lockerz.com/s/105952239,18919594
191082997,false,finalized,3,8/12/2012 13:24:34,"Donations of money, goods or services",1.0,,73305011882430400,141,minzermc, @CLinehan21: @adamlevine please retweet for my fellow Missourians. Text REDCROSS to 90999 to make a $10 donation to Joplin tornado fund.,242316431
191082998,false,finalized,3,8/12/2012 13:20:18,Caution and advice,0.6525,,75550235455258496,7,steinbachwx, @reedtimmerTVN: Thursday system would likely be a significant tornado outbreak in Canadian Prairies if a month later with moisture.   ...,290867280
191082999,false,finalized,3,8/12/2012 13:24:50,Casualties and damage,0.6534,,73783145597636608,,,"SHOCKING PHOTOGRAPHIC  account of the tornado devastation in Joplin, Missouri... Like a second hometown to me.",
191083000,false,finalized,3,8/12/2012 13:35:23,"Donations of money, goods or services",1.0,,74450419551698800,0,iServiceHomesNE,"The pet survivors of the #Joplintornado need our help, local company coordinating donations http://dld.bz/abavz",240432658
191083001,false,finalized,3,8/12/2012 13:22:52,Information source,0.3631,,73575908128210800,2,jondresner,Missouri Facebook Safety bill awaiting signature would have thwarted #Joplin teachers helping children after #tornado http://bit.ly/mEM2zu,57038504
191083002,false,finalized,3,8/12/2012 13:05:36,Information source,1.0,,73099727981391808,0,Donna_Chan, @CBSNews: Documenting the devastation: photos of #Joplin from @CBSEveningNews http://bit.ly/lfgBYO & @ChrisWragge http://bit.ly/iMufk4,22506452
191083003,false,finalized,3,8/12/2012 13:37:59,Information source,0.6895,,73215144934653904,2,gpahia, @azsportsguy: Tornado approaching Arlington Stadium.  They are RUSHING fans into the dugout walkway http://www.myfoxdfw.com/subindex/ ...,14342444
191083004,false,finalized,3,8/12/2012 13:10:11,Caution and advice,1.0,,76051859135152000,,0,"@7News: New tornado warning for storm in Springfield/Chicopee. Heading east at 35mph. Warning into SW Worcester County again, ti.	Thu Jun 02 01:25:50 AST 2011	&lt;a href=http://twitter.com/download/android"" rel=""nofollow""&gt;Twitter for Android&lt;/a&gt;",0
191083005,false,finalized,3,8/12/2012 13:20:10,"Donations of money, goods or services",0.7015,,76762390938652608,69,samthierry," @mikeziemer: Check out @christoferdrew's (NSN) song ""Time Travel""  w/ footage of the Joplin tornado & ways to donate: http://bit.ly/i ...",16492143
191083006,false,finalized,3,8/12/2012 13:16:32,"Donations of money, goods or services",0.6997,,78566102136930304,1,MOFarmersCare, @cardinals_raw: Cardinals News:: Cards-Royals series to benefit tornado victims http://bit.ly/lC56GW,260430476
191083007,false,finalized,3,8/12/2012 13:29:39,Information source,0.6648,,72566580457914304,7,JessieBradley92, @lindsayschallon: This video (even though it's all audio) is the most chilling thing I've ever seen. Made me tear up. #joplin #tornad ...,154957039
191083008,false,finalized,3,8/12/2012 13:11:03,Caution and advice,1.0,,73152686471647200,80,WillScroggs, @weatherchannel:  @JustinNOAA: BREAKING #NOAA has upgraded Joplin #tornado from EF-4 to EF-5; winds greater than 200 mph,69335455
191083009,false,finalized,3,8/12/2012 13:16:49,Information source,1.0,,78228420911300608,0,MarcWeinbergWX,Incredible Images Of Massachusetts Tornado From Space! http://bit.ly/mkOpsW,247103812
191083010,false,finalized,3,8/12/2012 13:30:40,Caution and advice,1.0,,73174945026412400,0,GHgolf23," @Rachel__Nichols: Another tornado in OK; this one a half-mile wide. More coming. Text ""REDCROSS"" to 90999 to ... http://tmi.me/aBEOn",177393300
191083011,false,finalized,3,8/12/2012 13:11:35,Casualties and damage,1.0,,73499392077873104,0,jasonthistle,Eqecat predicts Joplin Tornado damage between $1-3 billion. Take a look at the radar image of the twister: http://goo.gl/vyMmc,273012474
191083012,false,finalized,3,8/12/2012 13:28:50,Casualties and damage,1.0,,72656106211647296,86,sorandom," @BBCWorld: US authorities confirm at least 89 killed after massive #tornado hits Joplin, southwest Missouri",14115793
191083013,false,finalized,3,8/12/2012 13:24:27,Information source,1.0,,76233395654504400,0,newsceci,Video of tornado crossing over I-91 in Springfield  http://bit.ly/lhtczm,84094255
191083014,false,finalized,3,8/12/2012 13:20:33,Information source,1.0,,73213840984248304,6,JaneLeeves, @Faith_Ford: I've just been told by a fellow tweeter that all should watch weather channel. Massive tornado outbreak!,241217294
191083015,false,finalized,3,8/12/2012 13:08:16,Information source,0.6409,,78317441012346800,1,nataliahm, @elchascas:  @bdosalinas: Video: El mini-tornado en Villarica: http://youtu.be/up3UrNI4KuE / Heavy!,89855439
191083016,false,finalized,3,8/12/2012 13:17:29,Information source,1.0,,75756333240033200,0,BailHeroHonda,Inside the Missouri tornado [video] http://is.gd/CYdk9N http://bit.ly/jrJcIi,93249644
191083017,false,finalized,3,8/12/2012 13:15:23,Caution and advice,1.0,,74955416706101200,4,JKissnHug,A tornado warning for Oakland County. #backchannel,16164564
191083018,false,finalized,3,8/12/2012 13:38:18,"Donations of money, goods or services",1.0,,74964736596381600,0,Marcome, @2morrowknight: Help the @RedCross respond in #Joplin & other states. http://bit.ly/eZJDoJ,16956020
191083019,false,finalized,3,8/12/2012 13:24:31,Information source,0.6387,,74911217109577600,0,goMarielle,@springfieldNL see active TWEAK the TWEET .xls  http://t.co/zIEUZa3 and the GEO TAG MAP map http://t.co/3HPSa40 #joplin #relief #MONeeds,135405245
191083020,false,finalized,3,8/12/2012 13:33:00,Caution and advice,0.6748,,79743815933624304,0,OKWXTracker,A SEVERE THUNDERSTORM WARNING HAS BEEN ISSUED FOR BEAVER COUNTY IN THE OKLAHOMA PANHANDLE UNTIL 11:00 PM SATURDAY. #okwx #fb,153259659
191083021,false,finalized,3,8/12/2012 13:15:27,Information source,0.3429,,73471003338084304,1,Freedomwarrior, @1079KFIN: Jonesboro Westside Middle school tornado shelter will be open to the public.@region8news #ARWX @Tori_Lennox,22407074
191083022,false,finalized,3,8/12/2012 13:23:15,Unknown,0.6841,,73562784994037600,1,fuggn_hypocrite, @B_UtifulNitMar3: These tornado warnings got to go!!,96082145
191083023,false,finalized,3,8/12/2012 13:14:11,Casualties and damage,1.0,,76042487814307808,65,beachcoaststyle," @txstormchasers: UNCONFIRMED reports out of #Springfield , MA from police scanner traffic of a neighborhood wiped out and numerous in ...",273090769
191083024,false,finalized,3,8/12/2012 13:24:11,Information source,0.6703,,75150622218928000,0,infinite411,Obama vows national response to Missouri tornado (Reuters) http://goo.gl/fb/BHRSx,33263281
191083025,false,finalized,3,8/12/2012 13:18:47,Caution and advice,1.0,,73265607784677200,3,GinaM121, @MoeWx: New Meso... Tornado WATCH is likely just west of the Tri-State ... #ILwx #KYwx #tristatewx,175198947
191083026,false,finalized,3,8/12/2012 13:38:35,Information source,1.0,,73501193468518400,0,lgibbs,BREAKING NEWS: We are streaming KTVI Fox 2 coverage of St. Louis tornado LIVE on our weather blog. http://bit.ly/mKYcGr -ES,14480336
191083027,false,finalized,3,8/12/2012 13:36:42,Information source,0.6654,,75335280676179904,0,fpcarthage,"I posted 12 photos on Facebook in the album ""Joplin Tornado Relief FP Volunteers (May 30, 2011)"" http://fb.me/KJEsAEk0",34692292
191083028,false,finalized,3,8/12/2012 13:12:03,Information source,0.6939,,73409196984500096,5,drugmonkeyblog, @vpaige: MT @post2it: Cantor denies help 4 tornado victims until budget cut http://bit.ly/ifCrsz but of course not oil subsidies http ...,26589498
191083029,false,finalized,3,8/12/2012 13:07:39,Caution and advice,0.6676,,73258105282117600,9,kelseylsteele," @4029news: Denning has taken a direct hit from this large, dangerous tornado, which is headed toward I-40 between HWY 23 and Clarksville.",43395310
191083030,false,finalized,3,8/12/2012 14:13:19,Caution and advice,1.0,,73218500977627104,69,NheGreek, @tjholmes: Weather spotters confirm a tornado is on the ground moving toward Joplin.,254091774
191083031,false,finalized,3,8/12/2012 13:36:47,Caution and advice,1.0,,74933734222213104,0,ParadigmShift35,@CeeAngi Heard these was a tornado in the Chicago area FWIW.,15716410
191083032,false,finalized,3,8/12/2012 14:07:28,Information source,0.3691,,75202812488859600,0,KarenVizer, @internetguru7: Dramatic water tornado appears off Australia coast: Waterspout creates fountain of . http://bit.ly/lCMy91 #Telegraph #UK,15221276
191083033,false,finalized,3,8/12/2012 13:18:11,Information source,0.6733,,73197280206917600,0,Juice___,Tornado in near Guyer HS in Denton: http://lockerz.com/s/104534117,39192223
191083034,false,finalized,3,8/12/2012 13:15:06,Information source,1.0,,74140636852387808,0,jtt1560,April's tornado outbreak animation http://chilp.it/901982,197652980
191083035,false,finalized,3,8/12/2012 13:25:41,Caution and advice,1.0,,78349666227453904,2,KMacTWN, @daynavettese: Tornado warning ended for Hamilton. Still severe thunderstorm warnings.,26160744
191083036,false,finalized,3,8/12/2012 13:36:04,Caution and advice,1.0,,74953635691376608,0,ElderParker85,@Teaschell oh that could be it. But be careful they just issued a tornado warning for all southeastern mi..........,36386836
191083037,false,finalized,3,8/12/2012 13:34:58,Casualties and damage,1.0,,73080539082526704,0,ray331, @MsSavBee:  @KSTP: Damage from Mpls. #Tornado Estimated at $166M http://ow.ly/51VB4,25215374
191083038,false,finalized,3,8/12/2012 13:29:15,Casualties and damage,1.0,,73189849947045696,0,jonathanwitte,Tornado Kills 89 in Missouri. http://t.co/KhJUnPE,102156515
191083039,false,finalized,3,8/12/2012 13:09:00,"People missing, found or seen",0.4123,,77895993282146304,0,KSTP,"Residents need repairs after #Tornado, can't reach landlord: http://ow.ly/5bBgo",17278675
191083040,false,finalized,3,8/12/2012 13:08:03,Casualties and damage,1.0,,73192799020908400,12,PoptartKL," @iamjonathancook: #Prayersforjoplin  @cnnbrk: #Tornado that killed 122 in Joplin, Missouri, was EF-5 with top winds of 200+ mph htt ...",265670146
191083041,false,finalized,3,8/12/2012 13:22:38,Information source,1.0,,75259266138783600,0,tehrangeles11,Check this video out -- Water tornado blasts Australia coast http://t.co/nQqZMEG via @youtube,306078452
191083042,false,finalized,3,8/12/2012 13:25:04,Caution and advice,0.6708,,76049147978977200,0,cantnot,Looks like new #tornado #warning for #Springfield MA area!crazyness ... coverage: Springfield: WWLP.com WGGB.com Boston: WBZtv.com WHDH.com,20467456
191083043,false,finalized,3,8/12/2012 13:36:47,Unknown,0.6765,,73191059055841200,5113,seagIass, @ddlovato: please pray for the tornado victims.. PLEASE..,220056622
191083044,false,finalized,3,8/12/2012 13:23:56,Information source,0.6557,,78651900064567200,1,marshbirder, @AmberAlert4Pets: Use code storm2011 if you #lost a #pet in a #tornado ravaged area. Register your #lostdog #lostcat #lostpet here: h ...,154709127
191083045,false,finalized,3,8/12/2012 13:36:42,"Donations of money, goods or services",1.0,,76726495845949408,2,CrazyCoolCrafty, @SippyCupMom: Looking for somewhere to eat for lunch or dinner? CiCi's Pizza is donating 10% of sales to #Joplin today! http://bit.ly ...,153551696
191083046,false,finalized,3,8/12/2012 13:12:28,Caution and advice,0.6962,,73546371680055200,1,GinaM121, @EvansvilleWatch:  @tristatealerts: TORNADO WARNING issued for parts of GALLATIN; WHITE; POSEY; HENDERSON; UNION county in IL/IN/KY ...,175198947
191083047,false,finalized,3,8/12/2012 13:30:35,Caution and advice,1.0,,72659895534628800,0,RiskMgmt,"Horrible.  @cnnbrk: More severe weather moving into tornado-hit #Joplin, Missouri, area. http://on.cnn.com/kiObzM",25886862
191083048,false,finalized,3,8/12/2012 12:59:46,Caution and advice,0.6783,,73546143220502400,2,ChikageWindler, @AnneMarieWTHR: Storm spotters reporting tornado on the ground northeast of Bedford right now,136040066
191083049,false,finalized,3,8/12/2012 13:23:40,Caution and advice,1.0,,72678400833228800,1,TheFireTracker2, @fishfire: FEMA  now enroute to #JOPLIN with IMAT team with full support team at the ready.  #JOPLIN,35550666
191083050,false,finalized,3,8/12/2012 13:16:49,Casualties and damage,1.0,,76456460233605104,526,LuceStephen," @pgammo: A hero is the mother in W. Springfield who as the tornado came lay on top of her child in a tub. Child lived, mother was killed",309130934
191083051,false,finalized,3,8/12/2012 13:19:36,Caution and advice,1.0,,76107013872041904,9,viequesbound," @HumanityRoad: After a #tornado Limit travel, sightseeing can impede emergency response #tornado #springfield #MA #WX Stay home, stay ...",25849873
191083052,false,finalized,3,8/12/2012 13:29:31,"People missing, found or seen",0.6229,,74923037023158208,125,Sheri_L," @CNNLive: President #Obama will speak at a memorial for those lost in the #tornado in #Joplin, MO. Live: http://on.cnn.com/cnndcl1",30368895
191083053,false,finalized,3,8/12/2012 13:18:07,"Donations of money, goods or services",0.7038,,78908570523017200,3,dashripkin, @JoplinMoTornado: Link to places taking essentials and other donations for #Joplin http://bit.ly/ka1Tr1 from @joplincritical,79393154
191083054,false,finalized,3,8/12/2012 13:16:50,Casualties and damage,0.6604,,75323934274367296,0,JenaSimpson1,Missouri officials continue identifying tornado dead \n    (Reuters)\n: Reuters - Missouri officials continued ... http://yhoo.it/iUINyO,292171840
191083055,false,finalized,3,8/12/2012 13:27:11,Caution and advice,1.0,,74917740783206400,0,kayleexkeim,Tornado warning! AHHH,168719804
191083056,false,finalized,3,8/12/2012 13:28:56,Information source,0.6665,,76249767604273104,3,ChattParkRec, @TimesFreePress: Former Vol charged with stealing a refrigerator from a tornado-damaged home. http://bit.ly/ljtjEC #cha,15231542
191083057,false,finalized,3,8/12/2012 13:26:00,Caution and advice,1.0,,73547595183689600,0,trainiac1aco, @PaulPoteet: Another TORNADO report ...now just west of Seymour and north of US 50.,68570300
191083058,false,finalized,3,8/12/2012 13:24:37,Caution and advice,0.6319,,74915742390296400,0,reptile411,@SnakeBytesTV Look out for Tornado's,99356317
191083059,false,finalized,3,8/12/2012 13:16:49,"Donations of money, goods or services",1.0,,75088293729009600,0,CatheyEast,Avon Responds to Local Communities Affected by Southern Tornado Disasters with Avon Cares Tour: Established to H... http://bit.ly/l2U1Gg,16072937
191083060,false,finalized,3,8/12/2012 14:03:08,Unknown,0.6393,,74056277063512000,0,MorningBriefing,hour 3: fmr Rep Lee Hamilton @BPC_Bipartisan #HSC #Patriot; Rep Billy Long (R-MO 7th) @auctnr1 #Joplin #tornadoes,16261445
191083061,false,finalized,3,8/12/2012 13:35:39,Casualties and damage,1.0,,77578899676069696,73,angyelle, @weatherchannel: Sad news to report. 3 more people passed away recently due to injuries sustained during the #JoplinTornado. Total fa ...,15384095
191083062,false,finalized,3,8/12/2012 13:24:37,Information source,1.0,,76410988643094400,0,ayesha_mistry,"Dog with Two Broken Legs Survives Tornado, Crawls Home to Find Family http://ti.me/loaUWX via @TIMENewsFeed",29573165
191083063,false,finalized,3,8/12/2012 13:16:54,Information source,0.6722,,76913829358993408,0,toeic_base,ã€disasterã€‘ç½å®³ã€ç½é›£(åè©ž)A tornado is one type of natural disaster. [PC]http://bit.ly/gpiZqTï¼»MBï¼½http://bit.ly/fuzceH #toeic,272656836
191083064,false,finalized,3,8/12/2012 13:49:07,Caution and advice,0.713,,75992302782390208,0,_its_katherine,Ahhhhhh! We have a tornado watch!!!,93509893
191083065,false,finalized,3,8/12/2012 13:35:04,Information source,1.0,,73434726114930496,0,GeologyDave," @geoeye: New @GeoEye High Resolution Imagery Released of Joplin High School (post-tornado) Joplin, Missouri http://bit.ly/ilrVp8",25938419
191083066,false,finalized,3,8/12/2012 13:36:47,"People missing, found or seen",0.6882,,74916237091667904,0,KepnesCNN,NEW ON CNN: Obama visits tornado-ravaged Joplin; renamed hospital reopens: (CNN) - President Barack Obama visite... http://bit.ly/kBAXmt,16020751
191083067,true,golden,3,8/12/2012 13:29:36,Casualties and damage,1.0,Casualties and damage,73521714394431296,1,misslindadee,"#TFM City manager says Joplin tornado death toll rises to 125, no live rescues today - AP http://y... http://bit.ly/kgHRq2 #BreakingNews",33452988
191083068,false,finalized,3,8/12/2012 13:19:31,Casualties and damage,0.6537,,73518270749224800,0,lbstewart,"Tornado will cost Joplin, MO $1-3 billion.  City's annual budget is $80 million (via ABC News) #joplin #tornado",21907547
191083069,false,finalized,3,8/12/2012 13:18:47,Information source,0.6633,,76299778769690496,0,temphousing,On the Business Side: This may be the costliest ##tornado & storm season http://bit.ly/mrMybP,35733998
191083070,false,finalized,3,8/12/2012 13:23:47,"Donations of money, goods or services",0.6382,,73429563790737408,4,ProgressPundit, @EllisonCampaign: Assistance for tornado victims is available at Fairview Recreation center. Please spread the word - http://bit.ly/j ...,154334319
191083071,false,finalized,3,8/12/2012 14:12:13,Unknown,0.6752,,73042708033310704,1,Bettybheart," @mybeshert: The thunders rolls in and after these days of #Joplin, it doesn't sound the same today as it did before. Too many tears m ...",242504892
191083072,false,finalized,3,8/12/2012 13:06:07,Information source,1.0,,73427655231410000,12,ernby, @kmbc: TORNADO NEAR KC: LIVE BLOG AND VIDEO: http://livewire.kmbc.com/Event/Wednesday_Severe_Weather_Outbreak,42702800
191083073,false,finalized,3,8/12/2012 13:16:11,Information source,1.0,,75934499090862000,5,erock131, @AGCofA: NY Times looks at how reconstruction work in tornado- and flood-devastated areas will temporarily boost construction...http: ...,243495390
191083074,false,finalized,3,8/12/2012 13:26:52,"People missing, found or seen",0.3501,,74923991382499200,0,springfieldNL,"We often see the glimpse of what makes life worth living in the first place, Obama tells #Joplin.",20624061
191083075,false,finalized,3,8/12/2012 13:24:27,Information source,0.6679,,73501857858854800,0,PetShopPlace,"Update: Local doctors, deputies respond to tornado-torn Joplin - Houston Herald http://bit.ly/jHYcTK",269456575
191083076,false,finalized,3,8/12/2012 14:13:46,"Donations of money, goods or services",1.0,,77445802020179904,,, @eric_andersen: 3 ways to donate for MA tornado victims:,
191083077,false,finalized,3,8/12/2012 13:15:51,"People missing, found or seen",1.0,,72884433803415504,5,CFCurtisWG," @achohelelwhy:  #Joplin #Missing Dorothy Clark, 94 (http://on.fb.me/ljq50e)",253643428
191083078,false,finalized,3,8/12/2012 13:10:45,"Donations of money, goods or services",0.3521,,72534609795104704,0,RachelleMathis,@BreakingNews Those in #Joplin who can check on their neighbors should search Joplin Tornado Citizen checks on Facebook.,303534753
191083079,false,finalized,3,8/12/2012 13:13:10,"People missing, found or seen",1.0,,74203611139284800,0,JTwitSuhum, @WSJ: Ninety of the people unaccounted for after the Joplin tornado have been located and are alive http://on.wsj.com/l4KVHx&lt;&lt; grand dad?,67982778
191083080,false,finalized,3,8/12/2012 13:24:55,Caution and advice,0.6882,,73442438131355600,0,_Susan,Tornado Watch Wednesday: Report In Liveblog #4 http://t.co/IWFm2j0,22199334
191083081,false,finalized,3,8/12/2012 13:29:59,Information source,0.6765,,72702363101708096,3,silvermaneman," @borntorunnergrl: Sunrise 360 view #Joplin. a play set still stands, but homes are in piles http://occip.it/pt51gkka http://twitpic.c ...",15986207
191083082,false,finalized,3,8/12/2012 13:28:08,Information source,1.0,,73855900254875600,11,INstormchaser," @stormchaser4850:  @Cuevman81: Surveillance video released from a home of Joplin, MO tornado http://youtu.be/OrnRSSHz4dU",14088875
191083083,false,finalized,3,8/12/2012 13:39:43,"Donations of money, goods or services",1.0,,77539478478127104,16,danideeeXO," @AlexisKWPCEO: Birdman bets 2million on Miami Heat I wonder how much all these millionaires gave to the tornado, earthquake, flood vi ...",217364367
191083084,false,finalized,3,8/12/2012 13:27:26,Caution and advice,1.0,,75698420379164608,0,relishdress,Tornado warning for Midland and southern Midland county #michigan,14707481
191083085,false,finalized,3,8/12/2012 13:24:59,Information source,1.0,,76224357126512608,0,JThol,Tornado MA Springfield 2011 Tornado June 1 2011 http://tinyurl.com/6femsz7,102435505
191083086,false,finalized,3,8/12/2012 13:31:23,Caution and advice,1.0,,73581668417548096,2,StormChaser9008,tornado watch for central mississippi including starkville till 4AM..expect the strongest storms between 1 and 3AM.,151539925
191083087,false,finalized,3,8/12/2012 13:26:49,Information source,0.6653,,74966948542283600,0,TucsonEA,"TUCSON BBB: How to Tornado-Proof Your Home[Sun, 24 Ap] http://dlvr.it/TQcJC",89216058
191083088,false,finalized,3,8/12/2012 13:29:54,Information source,1.0,,76227582613405600,2,itvnews,Close-up video of a tornado cutting across the Connecticut River http://itv.co/kb1LLS,21866939
191083089,false,finalized,3,8/12/2012 13:14:28,"Donations of money, goods or services",1.0,,72871116724633600,6,sox309," @michaelgibby1: @geoffogilvy please  for those affected by the horrific Tornado in Joplin, MO! For those who want to help text REDC ...",45479613
191083090,false,finalized,3,8/12/2012 13:30:24,Casualties and damage,1.0,,73915178693038000,0,maggiesnotebook,"Brothers Ryan, Colt Hamil Died in Piedmont, Oklahoma Tornado: Oklahoma Dead Reach 10 http://nblo.gs/imGly",18614189
191083091,false,finalized,3,8/12/2012 13:18:31,Caution and advice,0.6365,,73441941093756800,43,ogr8t," @TWCBreaking: TAKE COVER near Beaman, MO and eastern Pettis County.  #Tornado likely doing damage.   http://wxch.nl/kK7jEz",221816950
191083092,false,finalized,3,8/12/2012 13:29:15,Casualties and damage,0.6873,,73197485459390400,0,TwilightDesk,"#Twilight News In: Deadly tornado kills 124, leaves 'twilight zone' in its wake http://bit.ly/jxnC6T",164617272
191083093,false,finalized,3,8/12/2012 13:28:28,Caution and advice,1.0,,74955783128887200,0,StormWatcher1,Tornado Warning for Oakland County in MI until 6:45pm EDT.,25612884
191083094,false,finalized,3,8/12/2012 13:28:18,Caution and advice,0.6186,,75318323482603504,18,J618UA," @TWCBreaking: Brief #tornado reported near Rose, NE.  The supercell they're tracking:  http://wxch.nl/lvqVxr  #newx",219582689
191083095,false,finalized,3,8/12/2012 14:03:08,Caution and advice,1.0,,74923497192816608,0,alastormspotter,"Tornado Warning for Elkhart, Kosciusko, Lagrange, Marshall, Noble and St. Joseph County in IN until 4:15pm EDT. #inwx",288455050
191083096,false,finalized,3,8/12/2012 13:11:35,Caution and advice,0.7015,,73215403706425200,584,almek14," @cnnbrk: Weather spotters report #tornado moving toward Joplin, Missouri, at 45 mph http://on.cnn.com/k1ZN2b",86192988
191083097,false,finalized,3,8/12/2012 13:38:35,Unknown,0.6751,,73333796132491200,716,meghanjex7, @TheEllenShow: Watching this tornado coverage on TV.  Praying for everyone's safety and well being in avoiding harm's way.,293342258
191083098,false,finalized,3,8/12/2012 13:16:50,Casualties and damage,1.0,,72761867667378000,0,PhillipDeems,http://ow.ly/517lw The death toll has now risen to 116.  #Joplin  #Tragic,14245572
191083099,false,finalized,3,8/12/2012 13:08:03,Information source,0.3475,,73011910244708304,0,FirstGiving, @todayshow: How you can help people of #Joplin: http://tinyurl.com/4yaklff,1916151
191083100,false,finalized,3,8/12/2012 13:19:36,Caution and advice,0.695,,73207744525635504,308,Cyrasdaughter10," @BreakingNews: Fans at Rangers game in Arlington, Texas, are sheltering in place after tornado warning - @CardsFaninBigD http://bit.l ...",195219432
191083101,false,finalized,3,8/12/2012 14:11:38,Caution and advice,0.6999,,76186494850699200,,,Tornado Terjang Massachusetts: 02/06/2011 14:15 (Amerika Serikat) ,
191083102,true,golden,3,8/12/2012 13:31:18,"Donations of money, goods or services",1.0,"Donations of money, goods or services",73910940600512400,4,StephenMiller," @bobick: As of today 22K has been raised  4 the tornado victims thru our @A29midwest partner @mysterychurch, let's keep it going:http ...",24924797
191083103,false,finalized,3,8/12/2012 14:03:08,Caution and advice,1.0,,73217172377317200,2,ChrisWragge,From #Joplin site: Police &fire officials strongly encourage anyone who does not live in the affected area to stay clear of damage site.,90746809
191083104,false,finalized,3,8/12/2012 13:20:56,Caution and advice,0.6698,,76126446451560400,0,Chris_Garner1,SPC Tornado Watch 411 Status Reports http://dlvr.it/TmnlQ,25020797
191083105,false,finalized,3,8/12/2012 13:02:07,Caution and advice,1.0,,78920351106600800,0,AmaTOOCH6,Another possible Tornado near Amherst,163528684
191083106,false,finalized,3,8/12/2012 14:04:23,Caution and advice,0.7016,,73613010928812000,0,hollieismyname,"Storms rolling in... The classic combo of thunderstorm warning + tornado watch = sirens... HA HA insomnia, storms always defeat you! Zzzzz..",27123178
191083107,false,finalized,3,8/12/2012 14:13:46,Information source,1.0,,77684811124314000,64,oldsage_fl, @Scobleizer: Horrific new footage of the tornado that hit Joplin from a storm chaser. http://www.youtube.com/watch?v=EfdK6H9d6J0 Natu ...,44818064
191083108,false,finalized,3,8/12/2012 13:34:42,Caution and advice,0.6697,,76849430053138400,3,pranjan12, @slashdot: Tornado Risk Seen For Social Security Data Center http://bit.ly/morhoY,26108976
191083109,false,finalized,3,8/12/2012 13:13:39,Caution and advice,0.6863,,73543730359050208,299,NolaMar1," @CNN: Just In:  A tornado was spotted near midtown Memphis, Tennessee, according to the National Weather Service.",27822590
191083110,false,finalized,3,8/12/2012 13:12:33,Information source,1.0,,75272899904278400,16,feker, @itn: See amazing pictures of a water tornado blasting across the ocean off the east coast of Australia... http://bit.ly/l0CprB,17623680
191083111,false,finalized,3,8/12/2012 13:33:00,Casualties and damage,0.6525,,74958978110599104,0,molmstead3," @at_pitt:  @BarackObama: In Joplin, Missouri, today to visit with those who lost so much in last week's devastating tornado.",193826932
191083112,false,finalized,3,8/12/2012 13:24:03,Casualties and damage,0.3902,,73373081934118800,2,Mwforhr,Check out http://www.CNN.com/impact to see what agencies are helping relief efforts in tornado-hit areas & how you can help.. #Joplin,22819351
191083113,false,finalized,3,8/12/2012 13:14:40,"People missing, found or seen",0.6853,,74897695764000704,1199,pc_pepe," @BarackObama: In Joplin, Missouri, today to visit with those who lost so much in last week's devastating tornado.",154437360
191083114,false,finalized,3,8/12/2012 13:36:47,Caution and advice,0.6762,,76048589209612096,19,mikemost, @newsday: A tornado watch is in effect for Nassau County and all of New York City until 8 p.m. today http://bit.ly/kKCcrC,17218077
191083115,false,finalized,3,8/12/2012 13:11:11,Casualties and damage,1.0,,73156073804140400,8,AshaTomlinson," @CBCAlerts: 122 confirmed dead, 750 injured in Joplin, Mo. tornado . #Tornado that hit #Joplin was EF5 with winds 322 km/h.",24156429
191083116,false,finalized,3,8/12/2012 13:14:08,"Donations of money, goods or services",0.6137,,72662697761710000,21,SysAdmKC," @vivid13: The best way to help #Joplin right now is text REDCROSS to 90999, or ARMY to 90999 to assist the Salvation Army.",15031806
191083117,false,finalized,3,8/12/2012 13:35:17,Information source,0.6613,,78487118028083200,0,Dereknhouse,"Earthquakes, Floods, Tornado, HurricanesVolcano and Tsunami. Last Solar Wave form the sun to knock out the Power in the whole world in 2012",180213515
